customer_id,month,company_name,segment,industry,region,acquisition_channel,plan_name,billing_period,tenure_months,mrr,licensed_seats,active_users,seat_utilization,sessions,sessions_per_active_user,feature_adoption_score,support_tickets,csat_score,health_score,risk_tier,risk_tier_rank,churned_within_90_days
CUS-00006,2023-07-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Growth,monthly,6,630.0,14,7,0.5,84,12.0,58.4,2,3.89,54.1,At Risk,3,0
CUS-00006,2023-08-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Growth,monthly,7,630.0,14,6,0.4286,53,8.83,49.6,4,4.09,47.9,At Risk,3,0
CUS-00006,2023-09-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Growth,monthly,8,630.0,14,6,0.4286,70,11.67,58.7,4,3.52,47.8,At Risk,3,0
CUS-00006,2023-10-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Growth,monthly,9,630.0,14,6,0.4286,119,19.83,66.8,3,3.98,53.7,At Risk,3,0
CUS-00006,2023-11-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Growth,monthly,10,630.0,14,6,0.4286,54,9.0,61.1,1,3.65,53.6,At Risk,3,0
CUS-00006,2023-12-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Growth,monthly,11,630.0,14,5,0.3571,94,18.8,56.6,1,4.05,52.0,At Risk,3,0
CUS-00006,2024-01-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,12,200.0,8,3,0.375,25,8.33,52.0,3,3.04,44.5,At Risk,3,0
CUS-00006,2024-02-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,13,200.0,8,3,0.375,27,9.0,34.1,1,3.58,45.6,At Risk,3,0
CUS-00006,2024-03-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,14,200.0,8,2,0.25,36,18.0,57.1,1,3.4,45.9,At Risk,3,0
CUS-00006,2024-04-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,15,200.0,8,2,0.25,33,16.5,58.2,0,3.71,49.4,At Risk,3,0
CUS-00006,2024-05-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,16,200.0,8,3,0.375,37,12.33,58.0,3,3.81,51.5,At Risk,3,0
CUS-00006,2024-06-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,17,200.0,8,3,0.375,59,19.67,56.5,1,3.85,54.2,At Risk,3,0
CUS-00006,2024-07-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,18,200.0,8,3,0.375,32,10.67,43.3,3,3.27,45.9,At Risk,3,0
CUS-00006,2024-08-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,19,200.0,8,3,0.375,45,15.0,58.6,0,4.24,58.8,Watch,2,0
CUS-00006,2024-09-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,20,200.0,8,3,0.375,80,26.67,53.4,0,3.93,56.3,Watch,2,0
CUS-00006,2024-10-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,21,200.0,8,4,0.5,52,13.0,48.3,1,3.82,58.7,Watch,2,0
CUS-00006,2024-11-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,22,200.0,8,4,0.5,68,17.0,64.3,2,3.71,61.3,Watch,2,0
CUS-00006,2024-12-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,23,200.0,8,4,0.5,68,17.0,57.7,1,3.83,61.9,Watch,2,0
CUS-00006,2025-01-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,24,200.0,8,3,0.375,26,8.67,57.8,4,3.81,53.5,At Risk,3,0
CUS-00006,2025-02-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,25,200.0,8,3,0.375,55,18.33,52.9,1,3.98,56.9,Watch,2,0
CUS-00006,2025-03-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,26,200.0,8,3,0.375,25,8.33,58.5,2,4.07,57.5,Watch,2,0
CUS-00006,2025-04-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,27,200.0,8,4,0.5,94,23.5,50.2,2,4.13,60.7,Watch,2,0
CUS-00006,2025-05-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,28,200.0,8,3,0.375,51,17.0,55.5,0,4.11,59.4,Watch,2,0
CUS-00006,2025-06-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,29,200.0,8,3,0.375,64,21.33,51.7,4,3.83,52.1,At Risk,3,0
CUS-00006,2025-07-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,30,200.0,8,4,0.5,48,12.0,58.5,2,3.77,61.0,Watch,2,0
CUS-00006,2025-08-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,31,200.0,8,3,0.375,21,7.0,59.0,1,4.25,59.8,Watch,2,0
CUS-00006,2025-09-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,32,200.0,8,3,0.375,39,13.0,58.7,2,3.84,56.4,Watch,2,0
CUS-00006,2025-10-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,33,200.0,8,3,0.375,65,21.67,55.6,1,3.2,53.7,At Risk,3,0
CUS-00006,2025-11-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,34,200.0,8,3,0.375,28,9.33,62.1,1,3.5,56.8,Watch,2,0
CUS-00006,2025-12-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,35,200.0,8,3,0.375,63,21.0,45.5,2,3.48,51.3,At Risk,3,0
CUS-00006,2026-01-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,36,200.0,8,3,0.375,31,10.33,51.1,2,3.81,54.3,At Risk,3,0
CUS-00006,2026-02-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,37,200.0,8,3,0.375,58,19.33,58.9,3,3.9,55.5,Watch,2,0
CUS-00006,2026-03-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,38,200.0,8,3,0.375,64,21.33,62.1,4,3.55,53.3,At Risk,3,0
CUS-00006,2026-04-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,39,200.0,8,3,0.375,36,12.0,55.3,1,4.1,58.1,Watch,2,0
CUS-00006,2026-05-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,40,200.0,8,3,0.375,50,16.67,46.5,0,3.73,55.3,Watch,2,0
CUS-00006,2026-06-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,41,200.0,8,3,0.375,75,25.0,55.1,1,4.1,58.0,Watch,2,0
CUS-00006,2026-07-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,42,200.0,8,3,0.375,53,17.67,56.2,2,3.45,53.8,At Risk,3,0
CUS-00006,2026-08-01,Nimbus Stone Financial,SMB,Software & Technology,EMEA,Inbound,Starter,monthly,43,200.0,8,3,0.375,33,11.0,53.0,2,3.88,55.2,Watch,2,0
CUS-00007,2023-01-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,0,11707.8,158,102,0.6456,2676,26.24,57.9,1,3.86,58.3,Watch,2,0
CUS-00007,2023-02-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,1,11707.8,158,99,0.6266,863,8.72,65.8,2,4.14,60.1,Watch,2,0
CUS-00007,2023-03-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,2,11707.8,158,86,0.5443,860,10.0,51.0,1,3.68,52.5,At Risk,3,0
CUS-00007,2023-04-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,3,11707.8,158,90,0.5696,1359,15.1,65.9,1,4.21,60.3,Watch,2,0
CUS-00007,2023-05-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,4,9484.8,128,74,0.5781,695,9.39,66.5,4,3.99,56.4,Watch,2,0
CUS-00007,2023-06-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,5,9484.8,128,71,0.5547,1748,24.62,59.4,1,3.96,57.7,Watch,2,0
CUS-00007,2023-07-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,6,9484.8,128,70,0.5469,633,9.04,66.8,1,3.82,58.9,Watch,2,0
CUS-00007,2023-08-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,7,12300.6,166,81,0.488,1895,23.4,50.0,0,4.13,55.6,Watch,2,0
CUS-00007,2023-09-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,8,12300.6,166,88,0.5301,1522,17.3,59.3,1,4.16,58.9,Watch,2,0
CUS-00007,2023-10-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,9,12300.6,166,74,0.4458,1932,26.11,55.0,1,3.82,53.2,At Risk,3,0
CUS-00007,2023-11-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,10,12300.6,166,67,0.4036,1046,15.61,50.7,1,3.78,50.6,At Risk,3,0
CUS-00007,2023-12-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,11,12300.6,166,61,0.3675,1441,23.62,58.5,1,3.71,51.2,At Risk,3,0
CUS-00007,2024-01-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,12,12300.6,166,49,0.2952,717,14.63,41.5,3,3.46,40.7,At Risk,3,0
CUS-00007,2024-02-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,13,12300.6,166,45,0.2711,765,17.0,47.7,2,3.79,44.6,At Risk,3,0
CUS-00007,2024-03-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,14,12300.6,166,37,0.2229,770,20.81,53.2,3,3.38,41.2,At Risk,3,0
CUS-00007,2024-04-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,15,12300.6,166,25,0.1506,162,6.48,50.0,2,3.63,40.4,At Risk,3,0
CUS-00007,2024-05-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,16,12300.6,166,17,0.1024,167,9.82,40.0,3,3.0,32.0,Critical,4,0
CUS-00007,2024-06-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,17,12300.6,166,13,0.0783,105,8.08,43.8,0,3.56,39.0,Critical,4,0
CUS-00007,2024-07-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,18,12300.6,166,5,0.0301,66,13.2,36.2,5,3.37,28.4,Critical,4,0
CUS-00007,2024-08-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,19,12300.6,166,5,0.0301,27,5.4,40.7,1,3.28,34.4,Critical,4,0
CUS-00007,2024-09-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,20,12300.6,166,5,0.0301,41,8.2,43.3,4,3.39,32.3,Critical,4,0
CUS-00007,2024-10-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,21,12300.6,166,5,0.0301,22,4.4,44.5,2,3.42,35.7,Critical,4,0
CUS-00007,2024-11-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,22,12300.6,166,5,0.0301,36,7.2,47.2,0,3.88,41.6,At Risk,3,0
CUS-00007,2024-12-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,23,12300.6,166,5,0.0301,70,14.0,45.2,2,3.36,36.4,Critical,4,0
CUS-00007,2025-01-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,24,10966.8,148,4,0.027,35,8.75,38.8,3,3.19,33.0,Critical,4,0
CUS-00007,2025-02-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,25,10966.8,148,4,0.027,45,11.25,42.8,1,3.18,36.4,Critical,4,0
CUS-00007,2025-03-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,26,10966.8,148,4,0.027,58,14.5,45.1,4,3.45,34.6,Critical,4,0
CUS-00007,2025-04-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,27,10966.8,148,4,0.027,33,8.25,51.1,2,3.76,40.2,At Risk,3,0
CUS-00007,2025-05-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,28,10966.8,148,4,0.027,52,13.0,54.2,3,3.45,38.1,Critical,4,0
CUS-00007,2025-06-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,29,12522.9,169,5,0.0296,43,8.6,47.0,3,3.25,35.4,Critical,4,0
CUS-00007,2025-07-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,30,12522.9,169,5,0.0296,24,4.8,49.8,1,3.33,39.0,Critical,4,0
CUS-00007,2025-08-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,31,10077.6,136,4,0.0294,20,5.0,38.4,4,3.19,31.7,Critical,4,0
CUS-00007,2025-09-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,32,10077.6,136,4,0.0294,16,4.0,42.2,3,3.22,34.1,Critical,4,0
CUS-00007,2025-10-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,33,10077.6,136,4,0.0294,45,11.25,35.8,4,3.54,32.8,Critical,4,0
CUS-00007,2025-11-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,34,10077.6,136,4,0.0294,27,6.75,39.2,2,3.26,34.8,Critical,4,0
CUS-00007,2025-12-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,35,10077.6,136,4,0.0294,54,13.5,38.6,2,3.67,36.7,Critical,4,0
CUS-00007,2026-01-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,36,10077.6,136,4,0.0294,37,9.25,35.8,4,3.34,31.8,Critical,4,0
CUS-00007,2026-02-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,37,10077.6,136,5,0.0368,29,5.8,32.9,4,3.23,30.8,Critical,4,0
CUS-00007,2026-03-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,38,10077.6,136,4,0.0294,48,12.0,41.7,2,3.75,37.9,Critical,4,0
CUS-00007,2026-04-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,39,10077.6,136,4,0.0294,36,9.0,37.0,3,3.08,32.1,Critical,4,0
CUS-00007,2026-05-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,40,10077.6,136,4,0.0294,26,6.5,34.3,3,3.26,32.3,Critical,4,0
CUS-00007,2026-06-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,41,10077.6,136,4,0.0294,37,9.25,42.4,1,3.83,39.7,Critical,4,0
CUS-00007,2026-07-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,42,10077.6,136,4,0.0294,28,7.0,32.2,3,2.96,30.3,Critical,4,0
CUS-00007,2026-08-01,Pioneer Stone Energy,Mid-Market,Healthcare,North America,Inbound,Scale,monthly,43,10077.6,136,4,0.0294,24,6.0,44.6,1,3.54,38.8,Critical,4,0
CUS-00008,2023-01-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,0,480.65,11,8,0.7273,102,12.75,58.8,0,4.17,64.6,Watch,2,0
CUS-00008,2023-02-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,1,480.65,11,8,0.7273,183,22.88,55.9,3,4.29,61.2,Watch,2,0
CUS-00008,2023-03-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,2,480.65,11,7,0.6364,63,9.0,67.6,1,3.68,60.3,Watch,2,0
CUS-00008,2023-04-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,3,480.65,11,7,0.6364,123,17.57,58.4,1,3.74,58.8,Watch,2,0
CUS-00008,2023-05-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,4,655.43,15,10,0.6667,303,30.3,54.1,2,4.17,60.2,Watch,2,0
CUS-00008,2023-06-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,5,655.43,15,9,0.6,271,30.11,66.0,4,3.17,53.4,At Risk,3,0
CUS-00008,2023-07-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,6,655.43,15,9,0.6,268,29.78,61.1,1,4.09,61.0,Watch,2,0
CUS-00008,2023-08-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,7,655.43,15,8,0.5333,112,14.0,57.7,1,3.92,57.0,Watch,2,0
CUS-00008,2023-09-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,8,655.43,15,8,0.5333,79,9.88,69.0,3,3.53,55.8,Watch,2,0
CUS-00008,2023-10-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,9,655.43,15,9,0.6,73,8.11,56.4,3,4.14,58.8,Watch,2,0
CUS-00008,2023-11-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,10,655.43,15,10,0.6667,234,23.4,53.9,2,3.6,59.8,Watch,2,1
CUS-00008,2023-12-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,11,655.43,15,10,0.6667,322,32.2,58.4,4,3.68,59.3,Watch,2,1
CUS-00008,2024-01-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,12,655.43,15,10,0.6667,293,29.3,65.2,1,3.64,64.9,Watch,2,1
CUS-00008,2024-10-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,21,524.34,12,11,0.9167,197,17.91,65.5,1,4.3,82.0,Healthy,1,0
CUS-00008,2024-11-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,22,524.34,12,11,0.9167,145,13.18,63.3,1,3.98,80.3,Healthy,1,0
CUS-00008,2024-12-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,23,524.34,12,11,0.9167,266,24.18,57.6,2,3.7,76.7,Healthy,1,0
CUS-00008,2025-01-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,24,524.34,12,11,0.9167,406,36.91,69.5,3,4.29,81.7,Healthy,1,0
CUS-00008,2025-02-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,25,524.34,12,11,0.9167,216,19.64,63.7,2,3.74,78.8,Healthy,1,0
CUS-00008,2025-03-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,26,524.34,12,12,1.0,374,31.17,72.8,4,3.97,83.1,Healthy,1,0
CUS-00008,2025-04-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,27,524.34,12,12,1.0,341,28.42,73.0,1,4.3,88.5,Healthy,1,0
CUS-00008,2025-05-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,28,524.34,12,12,1.0,474,39.5,65.1,3,4.01,82.6,Healthy,1,0
CUS-00008,2025-06-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,29,524.34,12,12,1.0,318,26.5,70.7,1,4.07,86.8,Healthy,1,0
CUS-00008,2025-07-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,30,524.34,12,12,1.0,175,14.58,72.6,2,4.31,87.2,Healthy,1,0
CUS-00008,2025-08-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,31,524.34,12,12,1.0,358,29.83,82.0,2,4.12,88.6,Healthy,1,0
CUS-00008,2025-09-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,32,568.04,13,13,1.0,501,38.54,72.6,3,4.16,85.2,Healthy,1,0
CUS-00008,2025-10-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,33,568.04,13,13,1.0,485,37.31,69.2,0,3.74,86.0,Healthy,1,0
CUS-00008,2025-11-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,34,568.04,13,13,1.0,292,22.46,67.5,4,3.76,80.7,Healthy,1,0
CUS-00008,2025-12-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,35,568.04,13,13,1.0,283,21.77,74.6,3,4.05,85.2,Healthy,1,0
CUS-00008,2026-01-01,Tidal Court Group,SMB,Healthcare,North America,Marketplace,Growth,monthly,36,568.04,13,12,0.9231,356,29.67,65.4,4,4.05,78.5,Healthy,1,0
